date_ref,final_value,var_name,smooth_volatility
2015-01-01,2.947795405765641,BONO_10Y_ESP,15
2015-01-01,2.947127951153104,BONO_10Y_ITA,15
2021-01-01,2.946835895707401,EURIBOR_1M,20
2015-01-01,2.9456687890331104,BONO_10Y_ALE,15
2021-01-01,2.9438599836779993,EURIBOR_6M,25
2016-01-01,2.9431367864063382,CURVA_EUR_20Y,40
2019-01-01,2.9430184586066797,CURVA_EUR_30Y,40
2017-01-01,2.9405327895151516,CURVA_EUR_20Y,40
2021-01-01,2.938785471278985,EURIBOR_3M,15
2023-01-01,2.9381700700089737,FACILIDAD_DEPOSITO,0
2021-01-01,2.9374926394609826,BONO_10Y_POR,15
2015-01-01,2.936166376190797,FACILIDAD_DEPOSITO,40
2020-01-01,2.935503600912571,FACILIDAD_DEPOSITO,15
2018-01-01,2.9354718064964618,FACILIDAD_DEPOSITO,30
2019-01-01,2.9353738308504322,BONO_10Y_ITA,20
2019-01-01,2.934852800262913,FACILIDAD_DEPOSITO,25
2020-01-01,2.933408854980757,CURVA_EUR_10Y,30
2017-01-01,2.932893900453065,BONO_10Y_ITA,15
2020-01-01,2.9324114432365938,EURIBOR_1M,35
2016-01-01,2.9310854680042966,FACILIDAD_DEPOSITO,35
2021-01-01,2.9271049076355578,BONO_10Y_ESP,10
2017-01-01,2.919975917591586,FACILIDAD_DEPOSITO,30
2022-01-01,2.9194693731277437,BONO_10Y_POR,25
2024-01-01,2.918755294681364,BONO_10Y_ESP,30
2022-01-01,2.918432326510541,BONO_10Y_ESP,10
2018-01-01,2.917178415162608,BONO_10Y_ITA,15
2016-01-01,2.9141100656130203,CURVA_EUR_10Y,40
2024-01-01,2.9130836396969118,BONO_10Y_POR,30
2020-01-01,2.912381299492354,CURVA_EUR_30Y,25
2020-01-01,2.9109076941309047,EURIBOR_3M,40
2021-01-01,2.91023086268394,EURIBOR_6M,20
2019-01-01,2.9100626352981736,CURVA_EUR_10Y,35
2017-01-01,2.909772347142784,CURVA_EUR_10Y,40
2020-01-01,2.9082018895248303,EURIBOR_1M,30
2018-01-01,2.9048138793804172,FACILIDAD_DEPOSITO,25
2015-01-01,2.90389844616097,FACILIDAD_DEPOSITO,35
